Fecha,Localidad,Latitud,Longitud,Víctima de la agresión,Candidatura ,Cargo ,Fuerza polítca del agredido(a),Presunto agresor denunciado,Fuerza politica del agresor(a) ,Tipo de agresión,Descripción,Intervención autoridades,Fuente,URL de la fuente 
01/06/2024,Mérida,2.096.737,-8.959.258,N/A,N/A,N/A,N/A," Martina Silva Gutiérrez y Danica Rubí Flores Chan,",Funcionarias,Delito Electoral,"El diputado Rafael Echazarreta denunció ante la FGR  y la Fiscalía General de Yucatán a Martina Silva Gutiérrez y Danica Rubí Flores Chan, funcionarias de la Secretaría del Bienestar en el estado por utilizar recursos humanos y materiales de la dependencia para apoyar a Joaquín Díaz Mena, candidato de Morena-PVEM-PT a la gubernatura del estado..",Sí,Emeequis,https://m-x.com.mx/urna-2024/denuncian-a-funcionarias-del-bienestar-en-yucatan-por-operar-en-favor-de-huacho/
01/06/2024,Huajuapan de León,1.781.125,-9.778.034,,N/A,N/A,N/A,N/A,N/A,Delito Electoral,"Denuncian hallazgo de despensas en un domicilio de la agencia El Carmen, en Huajuapan de León, Oaxaca. Autoridades resguardaron los paquetes que se presume pudieron ser utilizados para la compra de votos. ",Sí,El Imparcial ,https://imparcialoaxaca.mx/policiaca/867452/denuncian-un-domicilio-con-despensas/
01/06/2024,Aguililla ,1.873.711,-10.278.535,N/A,N/A,N/A,N/A,Elsa Guadalupe Contreras,PVEM,Amenazas,"Habitantes de Aguililla, Michoacán denunciaron que integrantes del CJNG los amenazado de muerte si no votan a favor de Elsa Guadalupe Contreras Sánchez, candidata a la alcaldía del municipio por el PVEM.",N/A,El Universal ,https://www.eluniversal.com.mx/elecciones/voto-o-plomo-advierte-cjng-a-habitantes-de-aguililla-michoacan-pobladores-piden-apoyo-del-estado-y-la-federacion/
01/06/2024,Ixhuatán,1.729.258,-9.300.857,N/A,N/A,Colaboradores,PRD,N/A,N/A,Agresión armada ,"Un comando agredió a colaboradores de Pablo Favián López López, candidato del PRD a la alcaldía de Ixhuatán, Chiapas. Se reportaron seis heridos como saldo de la agresión",N/A,Facebook/Pablo Favián López,https://www.facebook.com/pablofavian.lopezlopez/posts/pfbid0RtaWeCF7NBe95Eajg82nRhuiDYWzQkBvqfUyzJaqniTMVMvCxrFV5ymY5uRWTKmwl
01/06/2024,Tlalmanalco de Velázquez,1.920.522,-9.880.044,Víctor Espinoza Mendoza,Presidente municipal ,N/A,PT,N/A,N/A,Agresión armada,"Víctor Espinoza Mendoza, candidato a la alcaldía de Tlalmanalco, Edomex, por el PT, fue agredido a balazos. Dos sujetos a bordo de una motocicleta le dispararon y logró esquivarlos.  ",N/A,Infobae,https://www.infobae.com/mexico/2024/06/02/candidato-del-pt-a-presidente-municipal-de-tlalmanalco-edomex-fue-atacado-a-disparos/
01/06/2024,Tuxpan,2.194.465,-10.529.848,Heriberto Paredes,Presidente municipal ,N/A,Nueva Alianza-Levántate Nayarit,N/A,N/A,Detención arbitraria,"Policías municipales detuvieron a Heriberto Paredes, candidato de Nueva Alianza y Levántate Nayerit para la alcaldía de Tuxpan, Nayarit. Diego Calderón, representante de Levántate Nayarit, denunció que el candidato fue privado de su libertad sin una orden de arresto y con abuso de fuerza. ",N/A,Aristegui Noticias,https://aristeguinoticias.com/0106/mexico/policia-priva-de-la-libertad-a-candidato-de-tuxpan-denuncian-dirigentes-de-levantate-nayarit-y-nueva-alianza-videos/
01/06/2024,Huautla   ,2.103.169,-9.828.685,Doralicia Martínez Bautista,Presidente municipal ,N/A,Morena y Nueva Alianza,N/A,N/A,Vandalismo," Incendian un vehículo propiedad de un funcionario del Gobierno de Huautla frente a la cada de Doralicia Martínez Bautista, candidata de Morena y Nueva Alianza a la alcaldía del municipio. La candidata denunció el hecho como un atentado en su contra. ",N/A,El Univeresal Hidalgo,https://www.eluniversalhidalgo.com.mx/municipios/doralicia-martinez-denuncio-atentado-en-huautla/
01/06/2024,Ciudad Serdán ,189.844,-9.745.436,N/A,N/A,N/A,N/A,Uruviel González,MC,Delito Electoral,"Ciudadanos realizan protestas frente al palacio municipal de Ciudad Serdán en protesta por la supuesta compra de votos por parte de Uruviel González, candidato de MC que busca la reelección como alcalde del municipio. Debido a que no lograron ingresar al recinto, los manifestantes incendiaron una patrulla municipal.",N/A,Contraréplica ,https://www.contrareplica.mx/nota-Incendian-patrulla-en-Ciudad-Cerdan-Puebla-por-presunta-compra-de-votos--2024160
01/06/2024,Chihuahua,2.864.337,-10.605.879,N/A,N/A,N/A,N/A,"Claudia Sheinbaum, Luis La Torre y Andrea Chávez",Morena,Delito Electoral,"La Agencia Estatal de Investigación y Servicios Periciales de la Fiscalía General de Chihuahua cateó un domicilio donde encontraron credenciales de elector y mapas de zonificación distrital. En la fachada de la vivienda se encontraba una lona con propaganda para Claudia Sheinbaum y Miguel La Torre, candidato a la alcaldía del municipio. Al interior había más propaganda para Andrea Chávez. ",Sí,El Diario de Chihuahua,https://www.eldiariodechihuahua.mx/local/2024/jun/01/revientan-casa-con-credenciales-de-elector-y-propaganda-de-morena-626281.html
01/06/2024,Lerdo,2.553.816,-10.353.392,N/A,N/A,N/A,PAN-PRI-PRD,N/A,Morena,Delito Electoral,"Representantes jurídicos del PAN-PRI-PRD denunciaron al Consejo Electoral de Participación Ciudadana de Durango que Morena realizaba compra de votos en una sucursal de la financiara del Bienestar ubicada en Lerdo, donde rompieron los sellos que previamente habían sido colocados. ",Sí,El Sol de Durango,https://www.elsoldedurango.com.mx/elecciones-2024/denuncia-fuerza-y-corazon-por-mexico-presunta-compra-de-votos-en-lerdo-12014390.html
01/06/2024,Zapotitlán de Méndez,2.000.197,-977.142,Ramón Malagón García,N/A,Chofer de candidato,PT,Emilioano Velázquez,N/A,Asesinato,"Ramón Malagón García, chofer de Salvador Tino Martínez, candidato del PT a la alcaldía de Zapotitlán de Méndez, Puebla, fue asesinado. Habitantes señalan como responsable del homicidio a Emiliano Vázquez, actual alcalde del municipio. ",N/A,La Jornada Oriente,https://www.lajornadadeoriente.com.mx/puebla/acusan-al-edil-de-zapotitlan-de-haber-asesinado-esta-tarde-al-chofer-de-candidato-del-pt/
01/06/2024,Cuitzeo,199.685,-1.011.406,Israel Delgado Vega,Síndico,N/A,PT,N/A,N/A,Asesinato,"Israel Delgado Vega, candidato por el PT a síndico del ayuntamiento de Cuitzeo, Michoacán fue asesinado en la localidad de San Juan Benito Juárez, cuando se encontraba en su domicilio. ",N/A,Infoabae,https://www.infobae.com/mexico/2024/06/02/matan-a-israel-delgado-vega-aspirante-a-sindico-de-cuitzeo-michoacana-a-horas-de-la-eleccion/
02/06/2024,Villa Magna ,2.215.933,-10.104.435,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral,"En Villa Magna, SLP, un individuo fue detenido por la Guardia Civil Estatal tras intentar incendiar las boletas en una de las casillas electorales. Los votantes evitaron que el fuego se propagara. ",Sí,El Pulso de San Luis,https://pulsoslp.com.mx/slp/incendio-de-boletas-electorales-en-villa-magna/1802326
02/06/2024,Santa Catarina ,256.746,-10.044.231,N/A,N/A,N/A,N/A,N/A,Fuerza y corazón por Nuevo León,Delito Electoral," Leopoldo Moreno, vocero de Héctor Castillo. candidato por la coalición ""Fuerza y corazón X Nuevo León"", a la alcaldía de Santa Catarina, y Jorge Humberto Jeremías, representante del PAN fueron arrestados por encontrarse en una casilla a la que no pertenecían. ",N/A,ABC Noticias,https://abcnoticias.mx/seguridad/2024/6/2/detienen-vocero-de-comunicacion-de-hector-castillo-candidato-en-santa-catarina-217773.html
02/06/2024,Tlapanalá,1.869.574,-9.853.367,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral y agresión armada,"Sujetos armados irrumpieron en la casilla de votación instalada en  Escuela Gabriela Mistral de Tlapanalá, Puebla, y robaron seis paquetes electorales. ",N/A,El Sol de México,https://www.elsoldemexico.com.mx/elecciones-2024/hombres-armados-roban-paquetes-electorales-en-casilla-de-tlapanala-puebla-12017538.html
02/06/2024,Tlapanalá,1.869.574,-9.853.367,N/A,N/A,N/A,N/A,N/A,N/A,Asesinato,En las inmediaciones de la casilla instalada en la escuela Gabriela Mistral se desató una balacera y una mujer murió.,N/A,La Jornada Oriente,https://www.lajornadadeoriente.com.mx/puebla/muere-una-mujer-robo-de-papeleria-electoral-en-tlapanala/
02/06/2024,Querétaro,2.061.929,-1.003.912,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo y delito electoral ,"Dos hombres ingresaron a la casilla instalada en la primaria Bicentenario de Querétaro, rociaron gasolina e intentaron quemar las urnas. Después intentaron huir en una motocicleta y fueron arrollados por un vehículo, por lo que continuaron la huida corriendo. ",N/A,La Silla Rota,https://lasillarota.com/estados/2024/6/2/intentan-quemar-urnas-en-una-primaria-en-queretaro-video-485694.html
02/06/2024,Jurquilla,206.962,-10.045.065,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo y delito electoral ,"Sujetos irrumpieron en una casilla instalada en Jurquilla, Querétaro y le prendieron fuego. ",N/A,El SIglo de Torreón,https://www.elsiglodetorreon.com.mx/noticia/2024/queman-casillas-electorales-en-queretaro.html
02/06/2024,Cuajimalpa ,1.935.575,-9.929.935,N/A,N/A,N/A,N/A,N/A,N/A,Amenazas,"En una casilla de la alcaldía Cuajimalpa, Ciudad de México, se reportó una amenaza de bomba que resultó falsa alarma. Elementos de la SSC cerraron la casilla por unos minutos para realizar la inspección. ",Sí,Aristegui Noticias,https://aristeguinoticias.com/0206/mexico/falsa-alarma-de-bomba-en-cuajimalpa-merma-votacion-video/
02/06/2024,Jacona,1.994.737,-10.231.024,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral,"Comando robó de manera coordinada paquetes electorales en cinco casillas de Jacona, Michoacán. Siete mesas directivas de casillas fueron afectadas y se requirió el despliegue de la Guardia Nacional. ",Sí,Infoabe,https://www.infobae.com/mexico/2024/06/02/comando-armado-roba-paquetes-en-cinco-casillas-electorales-de-jacona-michoacan/
02/06/2024,Tlalnepantla ,1.953.606,-9.919.683,N/A,N/A,N/A,N/A,N/A,Morena,Vandalismo,"Alberto ""N"" y SInaí ""N"" fueron arrestados por arrojar un petardo en una casilla de Tlalnepantla, Edomex .Según los detenidos fueron contratados por Morena. ",Si,Récord,https://www.record.com.mx/contra/joven-asegura-que-morena-le-pago-300-pesos-por-detonar-petardos-en-casillas-electorales
02/06/2024,Coyomepan,1.827.984,-9.698.786,N/A,N/A,Militante,PVEM,N/A,PT,Asesinato,"Un presunto militante del PT disparó y asesinó a otro del PVEM al interior de una casilla de votación instalada en una telesecundaria de Coyomeapan, Puebla. ",N/A,Latinus,https://latinus.us/2024/06/02/asesinan-a-militante-del-partido-verde-en-casilla-del-municipio-poblano-de-comeayapan/
02/06/2024,San Juan Tautla,1.909.498,-983.577,Tonantzin Fernández,Presidenta municipal ,Colaboralres,Morena,N/A,N/A,Agresión armada,"Sujetos agredieron a balazos en San Juan Tautla al equipo de Tonantzin Fernández Díaz, candidata de Morena al alcaldía de San Andrés Cholula. ",N/A,El Ciudadano,https://www.elciudadano.com/mexico/puebla/balean-a-equipo-de-tonantzin-fernandez-candidata-morenista/06/02/
02/06/2024,Amozoc,1.904.382,-9.804.378,Alejandro Armenta,Gobernador,N/A,Morena,N/A,N/A,Delito Electoral,"En Amozoc, Puebla, la Guardia Nacional detuvo a seis personas por presunta compra de votos a favor de Morena y de su candidato a la gubernatura, Alejandro Armenta.",Sí,El Sol de Puebla,https://www.elsoldepuebla.com.mx/elecciones-2024/guardia-nacional-detiene-a-seis-en-amozoc-por-la-presunta-compra-de-votos-12020170.html
02/06/2024,Tijuana,3.247.478,-11.703.564,N/A,N/A,N/A,N/A,N/A,N/A,Agresión armada,"Sujetos dispararon contra las personas formadas para emitir su voto en una casilla ubicada en San Antonio de los Buenos, Tijuana. Dos personas fueron lesionadas",Sí,Eje Central ,https://www.ejecentral.com.mx/category/nuestro-eje/balean-a-dos-ciudadanos-en-casilla-para-votar-en-tijuana
02/06/2024,Tijuana,3.251.325,-11.702.742,Alejandro Ramírez,N/A,Operador ,PAN,N/A,N/A,Agresión física,"Alejandro Ramírez, operador de Diego Echavarría, candidato a diputado local por el PAN, fue golpeado en la colonia Virreyes, en Tijuana. ",N/A,Zeta Tijuana,https://zetatijuana.com/2024/06/operador-de-diego-echevarria-fue-golpeado-durante-la-jornada-electoral/
02/06/2024,Mexicali,3.264.511,-11.535.001,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo y delito electoral ,Sujetos arrojaron petardos a la casilla electoral ubicada en la colonia Insurgentes en Mexicali. La explosión dañó la urna de votación para el Senado y todos los votos que había en su interior. ,N/A,Zeta Tijuana,https://zetatijuana.com/2024/06/arrojan-petardos-a-casillas-en-insurgentes-en-mexicali/
02/06/2024,Tecate,3.255.253,-11.662.563,Alonso Limón Martínez,N/A,Operadpr ,Morena,N/A,N/A,Agresión física e intento de secuestro," Alonso Limón Martínez, operador de María Teresa Méndez Vélez, candidata de Morena a diputada local por el Distrito 4, fue víctima de un atentado e intento de secuestro en la colonia Zapata de Tecate. ",N/A,Zeta Tijuana,https://zetatijuana.com/2024/06/casillas-abarrotadas-y-presunto-intento-de-levanton-en-tecate/
02/06/2024,Tlilapan,188.053,-9.709.781,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral," La Fiscalía General de Veracruz abrió una carpeta de investigación por los hechos ocurrido en Tlilapan, en que pobladores obstaculizaron el desarrollo normal del proceso electoral y se apoderaron de papelería. De acuerdo con medios de comunicación, los habitantes cerraron casillas de votación y bloquearon la carretera federal Orizaba-Zongolica en protesta por la falta de apoyo gubernamental para combatir incendios. ",Sí,Debate,https://www.debate.com.mx/politica/Cierran-casillas-electorales-en-Veracruz-como-protesta-por-falta-de-apoyo-para-combatir-incendios-20240602-0186.html
02/06/2024,Ciudad Juárez,3.159.061,-10.640.095,N/A,Eric Iván E.P.,N/A,N/A,N/A,Morena,Delito Electoral,"Eric Iván E.P. de 19 años de edad, fue arrestado señalado de presunta compra de votos en la colonia El Mezquital de Ciudad Juárez. Chihuahua. El Grupo Especial de Detectives le decomisó una laptop, 53 sobres amarillos con 500 pesos cada uno, una bandera de Morena, listas con datos personales de ciudadanos. ",Sí,Diario de Chihuahua,https://www.eldiariodechihuahua.mx/estado/2024/jun/02/arrestan-a-hombre-por-ofrecer-dinero-a-cambio-de-votos-en-el-mezquital-626531.html
02/06/2024,Soledad de Graciano Sánchez,221.807,-10.094.177,N/A,N/A,N/A,N/A,N/A,N/A,Delito Electoral," Cuatro personas fueron detenidas en flagrancia en Soledad de Graciano Sánchez, SLP realizando compra de votos. Personal de la Fiscalía General de SLP se trasladó al municipio para iniciar las indagatorias. ",Sí,El Pulso de San Luis,https://pulsoslp.com.mx/slp/investiga-fge-probable-delito-electoral-cometido-en-soledad/1802290
02/06/2024,Guadalupe,2.567.482,-1.002.155,N/A,N/A,N/A,N/A,N/A,N/A,Agresión armada,"Una mujer resultó herida debido a que se registraron detonaciones de arma de fuego en la casilla ubicada en una escuela de la colonia Eduardo Caballero, de Guadalupe, Nuevo León. ",N/A,Reporte Índigo,https://www.reporteindigo.com/reporte/reportan-detonaciones-de-bala-en-casilla-de-guadalupe-habria-una-mujer-herida/
02/06/2024,Zinacatán,1.675.947,-9.272.163,Reina de la Cruz Pérez,Presidente municipal,N/A,PVEM,N/A,N/A,Amenazas,"Habitantes de Zinacatán, Chiapas, amenazaron con quemar viva a Reina de la Cruz, candidata del PVEM a la alcaldía del municipio, por violar los usos y costumbre de la región y le impusieron una multa de 500 mil pesos por aparecer en la boleta electoral ya que la participación de las mujeres en la política está prohibido en sus normas.  El IEPC de Chiapas presentó la denuncia de la candidata a la Mesa Estatal de Seguridad. ",Sí,Reporte Índigo,https://www.reporteindigo.com/reporte/pobladores-amenazan-con-quemar-viva-a-candidata-en-chiapas-por-violar-usos-y-costumbres/
02/06/2024,Ciudad Hidalgo,1.969.154,-10.054.648,Fidel Mañon ,Regidor,N/A,Sigamos haciendo historia,N/A,N/A,Desaparición forzada,"FIdel Mañon, candidato a regidor por la coalición ""Sigamos haciendo historia"", fue reportado como desaparecido. ",N/A,MIlenio,https://www.milenio.com/politica/elecciones/fidel-manon-suarez-reportado-desaparecido-2-junio
02/06/2024,Tixtla,1.756.765,-9.939.959,N/A,N/A,Representantes de casilla,Morena,N/A,N/A,Agresión ,"Dos representantes de casilla de Morena en Tixtla, Guerrero fueron agredidas. ",Sí,Sur Acapulco,https://suracapulco.mx/agreden-a-dos-representantes-de-casilla-de-morena-en-tixtla-denuncian-en-el-iepc/
02/06/2024,Tlapa ,1.754.836,-985.666,N/A,N/A,Representantes de casilla,Movimiento Laborista y México Avanza,N/A,N/A,Ameanzas y delito electoral ,"Representantes del Movimiento Laborista y México Avanza, reportaron al IEPC de Guerrero que en Tlapa y Cochoapa, un grupo de ciudadanos se organizó para aemanzar con quemar urnas.",Si,Sur Acapulco,https://suracapulco.mx/agreden-a-dos-representantes-de-casilla-de-morena-en-tixtla-denuncian-en-el-iepc/
02/06/2024,Santa Lucía del Camino,1.706.186,-9.669.718,Juan Carlos García Márquez,Presidente Municipal,N/A,Morena,N/A,N/A,Amenazas y riña,"Juan Carlos García Márquez, candidato de Morena a la alcaldía de Santa Lucía del Camino, denunció que un grupo de choque se presentó en las inmediaciones de su casa de campaña para amedrentar a sus colaboradores. Al intervenir las autoridades se registraron detonaciones de arma de fuego. ",Sí,Latinus,https://latinus.us/2024/06/02/agreden-policias-cerca-casa-campana-de-candidato-morenista-alcaldia-oaxaca/
02/06/2024,Coatzacoalcos,1.813.447,-9.445.898,N/A,N/A,N/A,N/A,N/A,Morena,Delito Electoral,El reportero Rodrigo Barranco documentó el momento en que un grupo de colaboradores de Morena fueron arrestadas en Coatzacoalcos por presunta compra de votos. Tenían en su posesión copias de boletas tachadas para Morena. ,Sí,X/@rodrigo_dector,https://x.com/rodrigo_dector/status/1797392064931377445
02/06/2024,Nogales,3.130.084,-11.094.819,N/A,N/A,N/A,N/A,N/A,N/A,"Amenzas, vandalismo y robo","Sujetos descendieron de una camioneta pick up y rompieron los cristales de un taxi, propiedad de una persona que se encontraba en la casilla de la colonia San Miguel en Nogales. Los sujetos también robaron su número de permiso. La agresión causó temor entre los votantes. ",N/A,El Diario de Sonora,https://eldiariodesonora.com.mx/elecciones-locales-2024/2024/06/02/ataque-taxista-cerca-casillas-electorales-desata-miedo-votantes-nogales.html
02/06/2024,Frontera,2.693.771,-10.144.469,Jazmín Davis Estrada,N/A,Funcionaria de Bienestar,N/A,N/A,N/A,Agresión física ,"Jazmín Davis Estrada, directora de Bienestar del ayuntamiento de Frontera, Coahuila, fue golpeada por sujetos en la casilla instalada en la secundaria técnica 64. ",N/A,Periódico La Voz,https://periodicolavoz.com.mx/coahuila/centro/agreden-a-funcionaria/304617
02/06/2024,Cintalapa,1.668.595,-9.372.855,N/A,N/A,Periodistas,N/A,N/A,N/A,Agresión," Funcionarios de la casilla ubicada en la primaria Francisco Lizardi, echaron a periodistas que realizaban una cobertura. ",N/A,Noticas,https://nvinoticiaschiapas.com/chiapas/cintalapa/03/06/2024/106555/
02/06/2024,Parral,2.693.178,-10.566.661,N/A,N/A,Simpatizantes de Morena,N/A,N/A,Simpatizantes de MC,Vandalismo e intimidación,Un grupo de presuntos simpatizantes de MC irrumpió en una vivienda de simpatizantes de Morena y destrozos ,N/A,El Sol de Parral,https://www.elsoldeparral.com.mx/elecciones-2024/agreden-supuestos-simpatizantes-de-mc-a-familia-en-el-quijote-12021663.html
02/06/2024,Sierra de Santa Rosa,2.106.453,-10.117.378,Brian López de Buta,N/A,Coordinador,Morena,N/A,N/A,Agresión física e intimidación,"Representante de Morena denunció al Instituto Electoral del Estado de Guanajuato (IEEG) que Brian López de Buta, coordinador de Morena en Sierra de Santa Rosa, Distrito 4, fue atacado por encapuchados, quienes lo arrojaron a un barranco. ",Sí,El Otro Enfoque,https://elotroenfoque.mx/incidentes-graves-jornada-electoral-guanajuato/
02/06/2024,Cuautitlán,1.966.683,-9.923.699,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo y delito electoral ,Un sujeto irrumpió en la casilla ubicada en la escuela Wenseslao Labra y roció gasolina e incendió las boletas. Los votantes lograron detenerlo y fue golpeado.,Sí,El Universal,https://www.eluniversal.com.mx/elecciones/violencia-electoral-sujeto-rocia-gasolina-e-incendia-casilla-en-edomex-votantes-lo-interceptan-y-detienen-a-golpes/
02/06/2024,San Juan del Río,2.039.606,-9.998.875,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo y delito electoral ," Sujetos destruyeron una casilla de votación en San Juan del Río, Querétaro. ",N/A,Infobae,https://www.infobae.com/mexico/2024/06/02/encapuchados-destruyen-casilla-en-san-juan-del-rio-queretaro/
02/06/2024,Santo Domingo Armenta,1.633.151,-9.837.813,Yonis Atenógenes Baños Bustos ,Presidente municipal,N/A,PRI,N/A,N/A,Asesinato,"Yonis Atenógenes Baños Bustos, candidato del PRI a la presidencia municipal de Santo Domingo Armenta fue asesinado en su casa de campaña al terminar la jornada electoral. ",N/A,El Universal,https://www.eluniversal.com.mx/elecciones/asesinan-a-yonis-banos-candidato-del-pri-a-la-presidenta-municipal-de-santo-domingo-armenta-en-oaxaca/
02/06/2024,Rincón Chamula San Pedro,1.721.001,-9.292.758,N/A,N/A,N/A,N/A,N/A,N/A,Asesinato y agresión armada,"Dos indígenas tzotziles fueron asesinados y otros cinco resultaron heridos en un ataque armado en una casilla instalada en La Tenería, del Rincón Chamula San Pedro. ",Sí,El Universal ,https://www.eluniversal.com.mx/elecciones/ataque-armado-en-casilla-de-rincon-chamula-chiapas-deja-dos-tzotziles-muertos-y-cinco-heridos/
02/06/2024,Jiquipilco,1.955.734,-9.960.675,N/A,N/A,Colaboradores,MC,N/A,PRI,Asesinato," Dos colaboradores de Iván Rivas, candidato de MC, a la alcaldía de Jiquipilco, Edomex, fallecieron en un altercado armado con militantes del PRI",N/A,Infobae,https://www.infobae.com/mexico/2024/06/03/balean-a-simpatizantes-de-mc-en-jiquipilco-edomex-se-reportan-dos-muertos/
02/06/2024,Ejido Tumbulushal,1.782.397,-929.282,N/A,N/A,N/A,N/A,N/A,N/A,Agresión armada,"Se registraron detonaciones de arma de fuego en la casilla instalada en el ejido Tumbulushal, ubicado en la carretera Villahermosa-Teapa y la casilla tuvo que ser reinstalada en otro sitio. ",N/A,Milenio,https://www.milenio.com/politica/elecciones/en-tabasco-se-registran-cuatro-asesinatos-en-cardenas-y-paraiso
02/06/2024,Tarimoro ,2.028.725,-1.007.577,Fidencio Canchola,Regidor suplente,N/A,Morena,N/A,N/A,Agresión armada,"Fidencio Canchola, candidato de Morena a regidor suplente fue agredido a balazos y resultó herido, denunció el representante de la fuerza política al IEEG",Sí,Proceso,https://www.proceso.com.mx/nacional/2024/6/2/balean-candidato-regidor-de-morena-en-tarimoro-guanajuato-330228.html
02/06/2024,San Cristóbal de las Casas,1.672.615,-9.264.529,Fernando Morfín Utrilla,Presidente Municipal,N/A,Redes Sociales Progresistas (RSP),N/A,N/A,Agresión armada,"Sujetos balearon la casa de Fernando Morfín Utrilla, candidato de Redes Sociales Progresistas (RSP) a la alcaldía de San Cristóbal de las Casas, Chiapas",N/A,Facebook/Fernando Morfín Utrilla,https://www.facebook.com/FerMorfinU/posts/pfbid02FFm3Q1XA2EdB64mSvRFwXCEPgGyjpYeEaY3z8qvLJadxeftqNHgTS1MxArGkMiAil?locale=es_LA
02/06/2024,Bolaños,2.061.589,-10.037.435,N/A,N/A,N/A,N/A,N/A,N/A,Amenazas,"Autoridades electorales reportaron que en la casilla ubicada en una escuela de Bolaños, Querétaro, dejaron una cabeza de cerdo para intimidar a los votantes. ",Sí,A!erta Qro. ,https://www.alertaqronoticias.com/2024/06/02/aparecen-cabezas-de-cerdos-en-casilla-de-bolanos-en-el-inicio-de-la-jornada-electoral/
02/06/2024,Zumpango,1.980.392,-9.909.305,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo,"Se registró la quema de urnas en una casilla del barrio San Miguel de Zumpango, Edomex.",N/A,El Universal ,https://www.eluniversal.com.mx/edomex/reportan-quema-de-urnas-en-zumpango-vecinos-senalan-grupos-de-choque/
02/06/2024,Huatabampo,2.682.714,-10.964.186,N/A,N/A,Simpatizante,Fuerza y corazón por México,N/A,N/A,Intento de secuestro,"Sujetos intentaron realizar un secuestro de un simpatizante de la coalición ""Fuerza y corazón por México"" en un casilla instalada en Huatabampo, Sonora,",N/A,El Informador ,https://www.informador.mx/mexico/Elecciones-Mexico-2024--Secuestro-en-Sonora-afuera-de-una-casilla-20240602-0146.html
02/06/2024,Ocampo,195.832,-1.003.396,N/A,N/A,N/A,N/A,N/A,N/A,Vandalismo y delito electoral ,En la colonia San Luis se reportó quema de 15 urnas y detonaciones de arma de fuego ,N/A,Infobae,https://www.infobae.com/mexico/2024/06/03/fiscalia-de-michoacan-investiga-balaceras-y-quema-de-urnas-en-el-municipio-de-ocampo/
02/06/2024,San Fernando ,1.686.943,-9.320.708,"Daniel ""N""",N/A,N/A,N/A,N/A,N/A,Secuestro ,"Un comando ingresó al mercado municipal de San Fernando, Chiapas, donde se encontraba instalada una casilla y secuestraron y golpearon a Daniel ""N"", y más tarde liberado. ",N/A,Infoabe,https://www.infobae.com/mexico/2024/06/02/disparan-a-un-hombre-y-hieren-a-otro-durante-jornada-electoral-san-fernando-y-pichucalco-chiapas/
02/06/2024,Ensenada,3.186.674,-11.659.637,N/A,N/A,N/A,N/A,N/A,N/A,Delito electoral," Dos hombres armados irrumpieron en una casilla de votación instalada en la calle Bahía Magdalena, en Ensenada y robaron las boletas. Intentaron huir a bordo de un vehículo pero se desató una persecución y terminaron accidentándose. ",N/A,El Sol de México,https://www.elsoldemexico.com.mx/elecciones-2024/roban-urnas-en-ensenada-baja-california-hay-dos-detenidos-12019873.html